Gene,p Value,False Discovery Rate,Average Difference log fold change,Fraction of Detection in Cluster,Fraction of Detection in Other Clusters,Cluster
PPM1E,0.00,0.00,0.37,0.37,0.23,Purk2
SAFB2,0.00,0.00,0.29,0.29,0.16,Purk2
CLEC16A,0.00,0.00,0.31,0.27,0.14,Purk2
LINC00599,0.00,0.00,0.44,0.41,0.26,Purk2
RAD9A,0.00,0.00,0.36,0.28,0.15,Purk2
ELP4,0.00,0.00,0.39,0.29,0.16,Purk2
HECW1,0.00,0.00,0.37,0.52,0.35,Purk2
ZNF91,0.00,0.00,0.33,0.32,0.19,Purk2
UNC13A,0.00,0.00,0.29,0.36,0.22,Purk2
GARNL3,0.00,0.00,0.37,0.39,0.24,Purk2
GMDS,0.00,0.00,0.35,0.30,0.17,Purk2
CPEB3,0.00,0.00,0.29,0.36,0.22,Purk2
UPF3A,0.00,0.00,0.25,0.30,0.18,Purk2
GABRB2,0.00,0.00,0.34,0.59,0.42,Purk2
GOLGA8B,0.00,0.00,0.38,0.34,0.20,Purk2
DENND5B,0.00,0.00,0.36,0.39,0.25,Purk2
SH3GL2,0.00,0.00,0.30,0.43,0.28,Purk2
STAG1,0.00,0.00,0.25,0.36,0.23,Purk2
MEF2C-AS1,0.00,0.00,0.32,0.39,0.26,Purk2
NEK1,0.00,0.00,0.27,0.32,0.20,Purk2
ABCA5,0.00,0.00,0.38,0.28,0.15,Purk2
SNRPN,0.00,0.00,0.42,0.29,0.16,Purk2
GLTSCR1L,0.00,0.00,0.32,0.28,0.16,Purk2
SUPT3H,0.00,0.00,0.26,0.37,0.24,Purk2
CACNB4,0.00,0.00,0.32,0.51,0.36,Purk2
PPM1B,0.00,0.00,0.28,0.27,0.16,Purk2
ADCY1,0.00,0.00,0.27,0.38,0.25,Purk2
SCN8A,0.00,0.00,0.36,0.41,0.26,Purk2
GSK3B,0.00,0.00,0.35,0.34,0.20,Purk2
REV3L,0.00,0.00,0.27,0.40,0.27,Purk2
KCND3,0.00,0.00,0.36,0.37,0.23,Purk2
CATSPER2,0.00,0.00,0.35,0.26,0.15,Purk2
SPIRE1,0.00,0.00,0.33,0.33,0.21,Purk2
NCOA2,0.00,0.00,0.30,0.31,0.19,Purk2
SYP,0.00,0.00,0.33,0.37,0.25,Purk2
VTI1A,0.00,0.00,0.27,0.30,0.18,Purk2
KIAA0825,0.00,0.00,0.33,0.27,0.16,Purk2
DANT2,0.00,0.00,0.25,0.54,0.40,Purk2
VPS13B,0.00,0.00,0.27,0.35,0.23,Purk2
NDUFS1,0.00,0.00,0.34,0.25,0.15,Purk2
MYH10,0.00,0.00,0.37,0.39,0.27,Purk2
SUMF1,0.00,0.00,0.28,0.26,0.15,Purk2
ELAVL3,0.00,0.00,0.31,0.28,0.17,Purk2
RBFOX2,0.00,0.00,0.27,0.50,0.37,Purk2
ZNF248,0.00,0.00,0.33,0.27,0.16,Purk2
PCNXL2,0.00,0.00,0.28,0.44,0.31,Purk2
LRRFIP2,0.00,0.00,0.30,0.28,0.17,Purk2
XKR6,0.00,0.00,0.32,0.42,0.30,Purk2
NOL4,0.00,0.00,0.30,0.30,0.19,Purk2
CCDC66,0.00,0.00,0.28,0.26,0.17,Purk2
TMEM178A,0.00,0.00,0.31,0.33,0.22,Purk2
MCF2L2,0.00,0.00,0.31,0.29,0.19,Purk2
ZBTB38,0.00,0.00,0.35,0.25,0.16,Purk2
UBE2K,0.00,0.00,0.27,0.26,0.16,Purk2
ZNF804B,0.00,0.00,0.28,0.32,0.22,Purk2
C5orf42,0.00,0.00,0.28,0.31,0.21,Purk2
PKM,0.00,0.00,0.37,0.26,0.18,Purk2
ZSWIM5,0.00,0.00,0.28,0.26,0.17,Purk2
AMPH,0.00,0.00,0.29,0.29,0.20,Purk2
ARIH1,0.01,0.01,0.28,0.25,0.18,Purk2
AC007246.3,0.01,0.01,0.26,0.27,0.19,Purk2
ABCB1,0.00,0.00,2.83,0.47,0.02,End
FLT1,0.00,0.00,2.67,0.47,0.01,End
CLDN5,0.00,0.00,2.10,0.32,0.00,End
ATP10A,0.00,0.00,2.28,0.35,0.01,End
EPAS1,0.00,0.00,2.31,0.37,0.01,End
HERC2P3,0.00,0.00,2.39,0.37,0.04,End
B2M,0.00,0.00,2.20,0.42,0.04,End
MECOM,0.00,0.00,1.92,0.27,0.01,End
ABCG2,0.00,0.00,1.81,0.27,0.01,End
HLA-B,0.00,0.00,1.94,0.34,0.02,End
HLA-E,0.00,0.00,1.96,0.29,0.01,End
A2M,0.00,0.00,1.83,0.32,0.01,End
SLC2A1,0.00,0.00,1.78,0.28,0.01,End
IGFBP7,0.00,0.00,1.94,0.33,0.02,End
ITM2A,0.00,0.00,1.67,0.26,0.02,End
DUSP1,0.00,0.00,1.70,0.27,0.03,End
SLC39A10,0.00,0.00,1.53,0.32,0.15,End
UTRN,0.00,0.00,1.53,0.42,0.11,End
GPCPD1,0.00,0.00,1.72,0.31,0.07,End
COBLL1,0.00,0.00,1.59,0.27,0.04,End
PTPRB,0.00,0.00,1.38,0.28,0.10,End
PTPRG,0.00,0.00,0.98,0.58,0.38,End
EBF1,0.00,0.00,1.45,0.28,0.04,End
SYNE2,0.00,0.00,1.35,0.27,0.04,End
PPFIBP1,0.00,0.00,1.11,0.34,0.20,End
RBMS3,0.00,0.00,1.35,0.37,0.13,End
TMSB10,0.00,0.00,1.23,0.32,0.17,End
ST6GAL1,0.00,0.00,1.35,0.30,0.08,End
ESYT2,0.00,0.00,1.15,0.29,0.15,End
TACC1,0.00,0.00,1.09,0.36,0.19,End
ST6GALNAC3,0.00,0.00,1.20,0.34,0.13,End
NEAT1,0.00,0.00,1.11,0.44,0.22,End
ARL15,0.00,0.00,0.78,0.26,0.20,End
CALD1,0.00,0.00,1.21,0.28,0.14,End
SPTBN1,0.00,0.00,0.66,0.37,0.30,End
LHFP,0.00,0.00,1.01,0.36,0.16,End
IGF1R,0.00,0.00,0.80,0.28,0.17,End
DLC1,0.00,0.00,0.98,0.32,0.17,End
GALNT18,0.00,0.00,0.70,0.35,0.24,End
RUNDC3B,0.00,0.00,0.65,0.30,0.23,End
TJP1,0.00,0.00,0.57,0.40,0.30,End
DOCK9,0.00,0.00,0.80,0.30,0.20,End
MYRIP,0.00,0.00,0.65,0.38,0.31,End
HSP90AA1,0.00,0.00,0.46,0.51,0.56,End
NR3C2,0.00,0.00,0.55,0.29,0.23,End
PCCA,0.00,0.00,0.60,0.28,0.18,End
PTPRM,0.00,0.00,0.64,0.28,0.18,End
PLCB4,0.00,0.00,0.56,0.26,0.15,End
PTPRK,0.00,0.00,0.48,0.35,0.30,End
SPARCL1,0.00,0.00,0.31,0.54,0.45,End
NFIA,0.00,0.00,0.40,0.32,0.22,End
ATP1A2,0.00,0.00,3.06,0.68,0.08,Per
DLC1,0.00,0.00,2.49,0.68,0.17,Per
ITIH5,0.00,0.00,2.46,0.42,0.01,Per
SLC19A1,0.00,0.00,2.32,0.40,0.01,Per
SLC6A12,0.00,0.00,2.26,0.34,0.00,Per
LAMA2,0.00,0.00,2.39,0.59,0.09,Per
COLEC12,0.00,0.00,2.38,0.46,0.02,Per
RBMS3,0.00,0.00,2.09,0.62,0.13,Per
DCN,0.00,0.00,2.01,0.34,0.01,Per
HIGD1B,0.00,0.00,1.97,0.27,0.00,Per
NOTCH3,0.00,0.00,2.04,0.28,0.00,Per
EBF1,0.00,0.00,2.18,0.47,0.04,Per
IGFBP7,0.00,0.00,2.32,0.37,0.02,Per
EPAS1,0.00,0.00,1.97,0.31,0.01,Per
PDGFRB,0.00,0.00,1.78,0.28,0.01,Per
COBLL1,0.00,0.00,1.83,0.31,0.04,Per
SLC6A1,0.00,0.00,1.77,0.49,0.15,Per
CALD1,0.00,0.00,1.85,0.50,0.14,Per
EPS8,0.00,0.00,1.87,0.35,0.03,Per
UTRN,0.00,0.00,1.67,0.41,0.11,Per
SLC20A2,0.00,0.00,1.67,0.42,0.15,Per
NR2F2-AS1,0.00,0.00,1.78,0.31,0.03,Per
MYO1B,0.00,0.00,1.51,0.26,0.06,Per
GRM8,0.00,0.00,1.62,0.34,0.10,Per
SLC38A11,0.00,0.00,1.58,0.30,0.08,Per
TXNIP,0.00,0.00,1.67,0.25,0.01,Per
CYTH3,0.00,0.00,1.50,0.33,0.12,Per
PARD3,0.00,0.00,1.68,0.41,0.08,Per
B2M,0.00,0.00,1.79,0.31,0.04,Per
ZEB1,0.00,0.00,1.24,0.51,0.28,Per
LHFP,0.00,0.00,1.44,0.46,0.16,Per
PRKG1,0.00,0.00,1.31,0.45,0.24,Per
PTN,0.00,0.00,1.57,0.38,0.08,Per
RP11-649A16.1,0.00,0.00,1.34,0.36,0.08,Per
PDE7B,0.00,0.00,1.18,0.40,0.20,Per
ARHGAP29,0.00,0.00,1.45,0.25,0.05,Per
PDE8B,0.00,0.00,1.16,0.32,0.19,Per
UACA,0.00,0.00,1.45,0.26,0.04,Per
GPC5,0.00,0.00,1.02,0.50,0.19,Per
ADAMTS9-AS2,0.00,0.00,1.25,0.27,0.09,Per
RORA,0.00,0.00,0.70,0.79,0.59,Per
TJP1,0.00,0.00,1.06,0.48,0.30,Per
PTPRK,0.00,0.00,0.97,0.51,0.29,Per
GRM3,0.00,0.00,1.09,0.45,0.23,Per
PTEN,0.00,0.00,1.06,0.32,0.16,Per
PTPRG,0.00,0.00,0.73,0.45,0.38,Per
PPFIBP1,0.00,0.00,0.89,0.28,0.20,Per
TACC1,0.00,0.00,0.87,0.29,0.19,Per
ZBTB20,0.00,0.00,0.62,0.57,0.37,Per
SASH1,0.00,0.00,0.97,0.28,0.11,Per
NEAT1,0.00,0.00,0.87,0.42,0.22,Per
KIAA1109,0.00,0.00,0.66,0.37,0.30,Per
HSP90AA1,0.00,0.00,0.30,0.48,0.56,Per
PDZD2,0.00,0.00,0.74,0.36,0.25,Per
PTGDS,0.00,0.00,1.24,0.26,0.09,Per
TTC17,0.00,0.00,0.33,0.23,0.30,Per
NTRK3,0.00,0.00,0.26,0.27,0.36,Per
SLC1A3,0.00,0.00,0.52,0.27,0.12,Per
LPP,0.00,0.00,0.72,0.27,0.14,Per
DDX17,0.00,0.00,0.28,0.34,0.40,Per
APBB2,0.00,0.00,0.51,0.26,0.20,Per
INPP4B,0.00,0.00,0.53,0.31,0.24,Per
DLEU2,0.00,0.00,0.66,0.28,0.18,Per
NFIA,0.00,0.00,0.37,0.30,0.23,Per
SLC1A2,0.00,0.00,3.19,0.89,0.16,Ast
GPC5,0.00,0.00,2.88,0.88,0.15,Ast
ADGRV1,0.00,0.00,2.70,0.71,0.08,Ast
RNF219-AS1,0.00,0.00,2.50,0.56,0.03,Ast
ZNF98,0.00,0.00,2.41,0.45,0.02,Ast
SLC1A3,0.00,0.00,2.35,0.70,0.08,Ast
HPSE2,0.00,0.00,2.25,0.50,0.06,Ast
FGFR3,0.00,0.00,2.23,0.45,0.01,Ast
COL5A3,0.00,0.00,2.22,0.47,0.04,Ast
ATP1A2,0.00,0.00,2.17,0.58,0.05,Ast
CST3,0.00,0.00,2.14,0.44,0.04,Ast
NKAIN3,0.00,0.00,2.05,0.58,0.09,Ast
PITPNC1,0.00,0.00,2.02,0.72,0.19,Ast
RYR3,0.00,0.00,1.88,0.62,0.16,Ast
GLUL,0.00,0.00,1.87,0.39,0.04,Ast
GJA1,0.00,0.00,1.84,0.30,0.01,Ast
SLC4A4,0.00,0.00,1.81,0.55,0.12,Ast
MMD2,0.00,0.00,1.80,0.37,0.04,Ast
PAMR1,0.00,0.00,1.78,0.32,0.03,Ast
MSI2,0.00,0.00,1.71,0.56,0.15,Ast
NHSL1,0.00,0.00,1.70,0.34,0.03,Ast
C1orf61,0.00,0.00,1.70,0.48,0.12,Ast
PREX2,0.00,0.00,1.68,0.46,0.08,Ast
RGS20,0.00,0.00,1.67,0.31,0.03,Ast
HIF3A,0.00,0.00,1.66,0.29,0.02,Ast
NDRG2,0.00,0.00,1.63,0.33,0.03,Ast
SFXN5,0.00,0.00,1.61,0.45,0.13,Ast
MT3,0.00,0.00,1.60,0.39,0.11,Ast
ACSS1,0.00,0.00,1.59,0.27,0.02,Ast
BMPR1B,0.00,0.00,1.53,0.28,0.04,Ast
TNIK,0.00,0.00,1.51,0.59,0.25,Ast
AHCYL2,0.00,0.00,1.51,0.48,0.17,Ast
GPM6A,0.00,0.00,1.49,0.90,0.62,Ast
NPAS3,0.00,0.00,1.48,0.85,0.44,Ast
FBXL7,0.00,0.00,1.47,0.48,0.11,Ast
CTNNA2,0.00,0.00,1.46,0.92,0.59,Ast
CDH20,0.00,0.00,1.46,0.58,0.19,Ast
ZNRF3,0.00,0.00,1.44,0.30,0.06,Ast
PARD3B,0.00,0.00,1.44,0.31,0.05,Ast
NCAN,0.00,0.00,1.41,0.27,0.06,Ast
GLIS3,0.00,0.00,1.40,0.32,0.08,Ast
ACOT11,0.00,0.00,1.39,0.25,0.04,Ast
ARHGAP24,0.00,0.00,1.39,0.31,0.05,Ast
CLU,0.00,0.00,1.35,0.53,0.25,Ast
MACF1,0.00,0.00,1.34,0.79,0.48,Ast
NTM,0.00,0.00,1.29,0.91,0.62,Ast
CAMK2G,0.00,0.00,1.29,0.38,0.16,Ast
LRRC16A,0.00,0.00,1.26,0.40,0.16,Ast
RP11-436D23.1,0.00,0.00,1.25,0.45,0.21,Ast
RP11-384F7.2,0.00,0.00,1.25,0.61,0.33,Ast
DTNA,0.00,0.00,1.23,0.72,0.42,Ast
ITPR2,0.00,0.00,1.20,0.44,0.17,Ast
CSGALNACT1,0.00,0.00,1.19,0.36,0.15,Ast
CPE,0.00,0.00,1.16,0.52,0.28,Ast
LSAMP,0.00,0.00,1.10,0.96,0.77,Ast
SPARCL1,0.00,0.00,1.10,0.73,0.43,Ast
CACNB2,0.00,0.00,1.06,0.52,0.34,Ast
GABRB1,0.00,0.00,1.06,0.52,0.30,Ast
MIR99AHG,0.00,0.00,1.04,0.60,0.37,Ast
ZBTB20,0.00,0.00,1.00,0.71,0.36,Ast
NEBL,0.00,0.00,0.95,0.58,0.39,Ast
CTNND2,0.00,0.00,0.94,0.82,0.64,Ast
DST,0.00,0.00,0.83,0.79,0.62,Ast
RORA,0.00,0.00,0.81,0.81,0.58,Ast
SORBS1,3.81013544759853e-319,5.4297814477953e-318,0.92,0.53,0.37,Ast
ZHX3,8.79275290131229e-318,1.24643839620183e-316,1.12,0.42,0.22,Ast
MYO10,6.30483596475805e-315,8.85972245515129e-314,1.40,0.28,0.04,Ast
TRPS1,1.4194710199386e-313,1.9808742641578e-312,1.33,0.34,0.10,Ast
FMN2,0.00,0.00,0.88,0.51,0.36,Ast
CABLES1,0.00,0.00,1.31,0.25,0.06,Ast
PRKG1,0.00,0.00,1.07,0.45,0.23,Ast
SOX5,0.00,0.00,1.14,0.38,0.16,Ast
NRXN1,0.00,0.00,0.62,0.89,0.79,Ast
SGCD,0.00,0.00,1.05,0.43,0.24,Ast
SHROOM3,0.00,0.00,1.24,0.28,0.08,Ast
CADM1,0.00,0.00,0.97,0.50,0.30,Ast
SASH1,0.00,0.00,1.22,0.32,0.10,Ast
PRKCA,0.00,0.00,0.92,0.46,0.30,Ast
BAZ2B,0.00,0.00,0.88,0.54,0.34,Ast
PTGDS,0.00,0.00,1.26,0.35,0.08,Ast
NRG3,0.00,0.00,0.65,0.88,0.70,Ast
PPP2R2B,0.00,0.00,0.59,0.78,0.63,Ast
NTRK2,0.00,0.00,0.72,0.58,0.47,Ast
NEAT1,0.00,0.00,1.03,0.47,0.20,Ast
LGI4,0.00,0.00,1.20,0.26,0.09,Ast
PTN,0.00,0.00,1.23,0.31,0.07,Ast
APC,0.00,0.00,1.05,0.35,0.17,Ast
PARD3,0.00,0.00,1.20,0.28,0.07,Ast
GRAMD3,0.00,0.00,1.22,0.26,0.05,Ast
DPP10,0.00,0.00,0.99,0.66,0.59,Ast
FAM184A,0.00,0.00,1.10,0.26,0.10,Ast
PTPRZ1,0.00,0.00,0.99,0.34,0.12,Ast
FUT9,0.00,0.00,0.77,0.43,0.32,Ast
WWOX,0.00,0.00,0.76,0.54,0.37,Ast
OPHN1,0.00,0.00,1.02,0.31,0.13,Ast
ERBB4,0.00,0.00,0.41,0.70,0.46,Ast
ITSN1,0.00,0.00,0.81,0.36,0.26,Ast
ADD3,0.00,0.00,0.95,0.33,0.16,Ast
LIFR,0.00,0.00,1.11,0.25,0.07,Ast
MAML2,0.00,0.00,0.99,0.40,0.15,Ast
ASPH,0.00,0.00,0.93,0.28,0.14,Ast
QKI,0.00,0.00,0.47,0.56,0.36,Ast
MEIS2,0.00,0.00,0.97,0.35,0.16,Ast
MAPK10,0.00,0.00,0.56,0.58,0.53,Ast
ADCY2,0.00,0.00,0.73,0.41,0.32,Ast
DCLK2,0.00,0.00,0.84,0.29,0.20,Ast
GRM3,0.00,0.00,0.89,0.40,0.23,Ast
PCDH9,0.00,0.00,0.35,0.94,0.82,Ast
ARHGAP5,0.00,0.00,0.93,0.30,0.16,Ast
DOCK4,0.00,0.00,0.69,0.50,0.35,Ast
MAST4,0.00,0.00,0.72,0.35,0.27,Ast
AC074363.1,0.00,0.00,0.76,0.34,0.24,Ast
RPS6KA2,0.00,0.00,0.78,0.36,0.24,Ast
MKLN1,0.00,0.00,0.61,0.40,0.32,Ast
ABLIM1,0.00,0.00,0.70,0.39,0.27,Ast
NFIA,0.00,0.00,0.79,0.43,0.21,Ast
LINC00461,0.00,0.00,0.72,0.33,0.24,Ast
PDE7B,0.00,0.00,0.80,0.32,0.20,Ast
FHIT,0.00,0.00,0.67,0.41,0.29,Ast
NCKAP5,0.00,0.00,0.71,0.39,0.17,Ast
NAV2,0.00,0.00,0.62,0.38,0.31,Ast
FYN,0.00,0.00,0.79,0.29,0.17,Ast
DGKG,0.00,0.00,0.83,0.33,0.17,Ast
LRP1B,0.00,0.00,0.40,0.83,0.74,Ast
PSD3,0.00,0.00,0.58,0.38,0.32,Ast
MAP3K5,0.00,0.00,0.69,0.32,0.23,Ast
CEP85L,0.00,0.00,0.75,0.27,0.17,Ast
PRKD1,0.00,0.00,0.82,0.26,0.16,Ast
MYO6,0.00,0.00,0.68,0.36,0.24,Ast
MGAT4C,0.00,0.00,0.61,0.46,0.34,Ast
GPM6B,0.00,0.00,0.55,0.39,0.33,Ast
EPHB1,0.00,0.00,0.77,0.27,0.16,Ast
PHLPP1,0.00,0.00,0.58,0.37,0.23,Ast
FNBP1,0.00,0.00,0.63,0.34,0.22,Ast
SOX6,0.00,0.00,0.72,0.29,0.13,Ast
ZSWIM6,0.00,0.00,0.55,0.33,0.26,Ast
TRPM3,0.00,0.00,0.56,0.39,0.30,Ast
SLC35F1,0.00,0.00,0.53,0.32,0.26,Ast
SRGAP3,0.00,0.00,0.27,0.26,0.32,Ast
PHACTR3,0.00,0.00,0.58,0.26,0.19,Ast
WDR60,0.00,0.00,0.26,0.24,0.29,Ast
NFIB,0.00,0.00,0.54,0.29,0.22,Ast
SLC4A4,0.00,0.00,2.47,0.78,0.13,Ast_Cer
GRIA1,0.00,0.00,2.13,0.81,0.31,Ast_Cer
GRID2,0.00,0.00,2.05,0.98,0.44,Ast_Cer
TRPM3,0.00,0.00,1.97,0.86,0.29,Ast_Cer
SLC1A3,4.57667829712122e-319,6.51066862382803e-318,2.20,0.79,0.11,Ast_Cer
LAMA2,0.00,0.00,2.22,0.68,0.08,Ast_Cer
ANK2,0.00,0.00,1.28,0.86,0.66,Ast_Cer
DTNA,0.00,0.00,1.61,0.83,0.43,Ast_Cer
RP11-886D15.1,0.00,0.00,2.21,0.52,0.04,Ast_Cer
RP11-649A16.1,0.00,0.00,1.87,0.64,0.07,Ast_Cer
GABRB1,0.00,0.00,1.58,0.72,0.31,Ast_Cer
XYLT1,0.00,0.00,1.80,0.67,0.18,Ast_Cer
RP5-947P14.1,0.00,0.00,1.90,0.31,0.01,Ast_Cer
NPAS3,0.00,0.00,1.34,0.81,0.46,Ast_Cer
ALDH1A1,0.00,0.00,1.79,0.43,0.04,Ast_Cer
LGI4,0.00,0.00,1.85,0.48,0.09,Ast_Cer
PAX3,0.00,0.00,1.51,0.27,0.01,Ast_Cer
C10orf11,0.00,0.00,1.81,0.51,0.07,Ast_Cer
RP11-460M2.1,0.00,0.00,1.79,0.35,0.03,Ast_Cer
ESRRG,0.00,0.00,1.43,0.66,0.29,Ast_Cer
STK32A,0.00,0.00,1.63,0.35,0.02,Ast_Cer
EGFEM1P,0.00,0.00,1.75,0.52,0.10,Ast_Cer
C1orf61,0.00,0.00,1.64,0.56,0.13,Ast_Cer
PPP2R2B,0.00,0.00,1.05,0.85,0.64,Ast_Cer
VAT1L,0.00,0.00,1.64,0.37,0.04,Ast_Cer
ADGRL3,0.00,0.00,1.04,0.78,0.56,Ast_Cer
DGKG,0.00,0.00,1.49,0.59,0.18,Ast_Cer
NDRG2,0.00,0.00,1.64,0.42,0.05,Ast_Cer
CTNNA3,0.00,0.00,1.18,0.73,0.26,Ast_Cer
FGF14,0.00,0.00,0.88,0.87,0.69,Ast_Cer
GPM6A,0.00,0.00,0.96,0.84,0.63,Ast_Cer
GRIA4,0.00,0.00,1.04,0.82,0.53,Ast_Cer
WDR49,0.00,0.00,1.46,0.26,0.01,Ast_Cer
NHSL1,0.00,0.00,1.53,0.38,0.04,Ast_Cer
FGFR2,0.00,0.00,1.49,0.45,0.07,Ast_Cer
PREX2,0.00,0.00,1.49,0.48,0.09,Ast_Cer
SLC38A1,0.00,0.00,1.41,0.47,0.16,Ast_Cer
LSAMP,0.00,0.00,0.72,0.89,0.78,Ast_Cer
BMPR1B,0.00,0.00,1.43,0.37,0.05,Ast_Cer
ZBTB20,0.00,0.00,1.12,0.77,0.37,Ast_Cer
RP11-776H12.1,0.00,0.00,1.45,0.34,0.04,Ast_Cer
PIK3C2A,0.00,0.00,1.43,0.44,0.11,Ast_Cer
ADAMTSL1,0.00,0.00,1.41,0.30,0.04,Ast_Cer
CTNND2,0.00,0.00,0.81,0.78,0.65,Ast_Cer
SEPT4,0.00,0.00,1.51,0.43,0.09,Ast_Cer
ATP1A2,0.00,0.00,1.23,0.43,0.07,Ast_Cer
CDH20,0.00,0.00,1.31,0.59,0.20,Ast_Cer
DPP6,0.00,0.00,0.89,0.77,0.57,Ast_Cer
NCKAP5,0.00,0.00,1.32,0.58,0.17,Ast_Cer
ATP10B,0.00,0.00,1.39,0.37,0.05,Ast_Cer
SNED1,0.00,0.00,1.34,0.48,0.17,Ast_Cer
RORA,0.00,0.00,0.78,0.81,0.59,Ast_Cer
LMCD1-AS1,0.00,0.00,1.42,0.49,0.15,Ast_Cer
COLEC12,0.00,0.00,1.32,0.25,0.02,Ast_Cer
PTPRZ1,0.00,0.00,1.31,0.48,0.12,Ast_Cer
MSI2,0.00,0.00,1.29,0.53,0.17,Ast_Cer
NOS1AP,0.00,0.00,1.42,0.39,0.11,Ast_Cer
PCSK6,0.00,0.00,1.48,0.39,0.07,Ast_Cer
RP11-141M1.3,0.00,0.00,1.30,0.28,0.03,Ast_Cer
PRKCA,0.00,0.00,1.12,0.59,0.31,Ast_Cer
PTN,0.00,0.00,1.28,0.41,0.08,Ast_Cer
COL23A1,0.00,0.00,1.36,0.26,0.04,Ast_Cer
RGS20,0.00,0.00,1.36,0.31,0.04,Ast_Cer
SAMD4A,0.00,0.00,1.35,0.40,0.10,Ast_Cer
ARHGAP31,0.00,0.00,1.31,0.27,0.03,Ast_Cer
CACHD1,0.00,0.00,1.33,0.26,0.03,Ast_Cer
MCC,0.00,0.00,1.36,0.33,0.07,Ast_Cer
NTM,0.00,0.00,0.75,0.80,0.64,Ast_Cer
MAML2,0.00,0.00,1.17,0.52,0.16,Ast_Cer
ZIC1,0.00,0.00,1.16,0.30,0.04,Ast_Cer
TRPS1,0.00,0.00,1.26,0.40,0.11,Ast_Cer
SRGAP1,0.00,0.00,1.28,0.34,0.07,Ast_Cer
KCND2,0.00,0.00,0.78,0.75,0.49,Ast_Cer
PLEKHH2,0.00,0.00,1.25,0.27,0.04,Ast_Cer
PARD3B,0.00,0.00,1.13,0.32,0.06,Ast_Cer
MIR99AHG,0.00,0.00,0.89,0.61,0.38,Ast_Cer
MAGI2,0.00,0.00,0.57,0.84,0.79,Ast_Cer
NFIA,0.00,0.00,0.96,0.55,0.22,Ast_Cer
PITPNC1,0.00,0.00,1.07,0.52,0.22,Ast_Cer
RYR3,0.00,0.00,1.10,0.46,0.19,Ast_Cer
GABRA2,0.00,0.00,1.18,0.34,0.15,Ast_Cer
LRRC16A,0.00,0.00,1.06,0.43,0.17,Ast_Cer
LDLRAD3,0.00,0.00,1.09,0.33,0.07,Ast_Cer
SCD5,0.00,0.00,0.98,0.51,0.25,Ast_Cer
PSD3,0.00,0.00,0.94,0.56,0.32,Ast_Cer
GALNT13,0.00,0.00,0.99,0.56,0.30,Ast_Cer
ADAMTSL3,0.00,0.00,1.21,0.26,0.06,Ast_Cer
FAT3,0.00,0.00,0.97,0.46,0.23,Ast_Cer
FSTL5,0.00,0.00,0.81,0.57,0.26,Ast_Cer
SFXN5,0.00,0.00,1.01,0.39,0.15,Ast_Cer
SYNE1,0.00,0.00,0.70,0.67,0.52,Ast_Cer
TMEM108,0.00,0.00,0.91,0.52,0.31,Ast_Cer
PREX1,0.00,0.00,1.04,0.28,0.06,Ast_Cer
ST3GAL6,0.00,0.00,1.08,0.28,0.09,Ast_Cer
STARD13,0.00,0.00,1.02,0.37,0.13,Ast_Cer
WWOX,0.00,0.00,0.83,0.58,0.38,Ast_Cer
GRM3,0.00,0.00,0.92,0.49,0.23,Ast_Cer
GRIK4,0.00,0.00,1.07,0.32,0.11,Ast_Cer
PARD3,0.00,0.00,1.02,0.30,0.08,Ast_Cer
NEAT1,0.00,0.00,0.83,0.48,0.22,Ast_Cer
SORBS1,0.00,0.00,0.78,0.54,0.37,Ast_Cer
TNIK,0.00,0.00,0.86,0.47,0.27,Ast_Cer
GPC6,0.00,0.00,0.91,0.43,0.23,Ast_Cer
ZHX3,0.00,0.00,0.90,0.45,0.23,Ast_Cer
NAALADL2,0.00,0.00,0.87,0.43,0.21,Ast_Cer
PTPRM,0.00,0.00,0.98,0.39,0.18,Ast_Cer
CHL1,0.00,0.00,0.82,0.42,0.27,Ast_Cer
LRCH1,0.00,0.00,0.96,0.28,0.10,Ast_Cer
RPS6KA2,0.00,0.00,0.85,0.44,0.25,Ast_Cer
CACNB2,0.00,0.00,0.69,0.50,0.34,Ast_Cer
TNR,0.00,0.00,0.77,0.48,0.29,Ast_Cer
SOX6,0.00,0.00,0.88,0.37,0.14,Ast_Cer
CPE,0.00,0.00,0.77,0.48,0.29,Ast_Cer
CALN1,0.00,0.00,0.77,0.48,0.25,Ast_Cer
SPATA6,0.00,0.00,0.80,0.25,0.07,Ast_Cer
ANTXR1,0.00,0.00,0.90,0.27,0.10,Ast_Cer
CRB1,0.00,0.00,0.94,0.27,0.09,Ast_Cer
LRP1B,0.00,0.00,0.40,0.82,0.75,Ast_Cer
QKI,0.00,0.00,0.49,0.60,0.37,Ast_Cer
MACF1,0.00,0.00,0.52,0.62,0.50,Ast_Cer
PLCH1,0.00,0.00,0.87,0.26,0.08,Ast_Cer
DCLK2,0.00,0.00,0.78,0.35,0.20,Ast_Cer
ITPR2,0.00,0.00,0.70,0.39,0.18,Ast_Cer
PTGDS,0.00,0.00,0.70,0.27,0.09,Ast_Cer
PDE4D,0.00,0.00,0.47,0.73,0.63,Ast_Cer
AC074391.1,0.00,0.00,0.87,0.26,0.13,Ast_Cer
GPC5,0.00,0.00,0.38,0.39,0.19,Ast_Cer
TENM1,0.00,0.00,0.74,0.36,0.16,Ast_Cer
NCOA1,0.00,0.00,0.62,0.47,0.35,Ast_Cer
